state,action,queue
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,(0.00, 0.00, 1.00),0,(1.00, 0.00, 2.00),0.6931472,(2.00, 0.00, 1.00),0.6931472,(2.00, 0.00, 2.00),0.6931472,(1.00, 0.00, 0.00),1.098612,(0.00, 0.00, 0.00),1.386294,(2.00, 0.00, 0.00),1.386294,(1.00, 1.00, 1.00),1.609438,(0.00, 1.00, 1.00),1.609438,(1.00, 1.00, 2.00),1.609438,(1.00, 1.00, 0.00),1.609438,(0.00, 1.00, 2.00),1.609438,(0.00, 1.00, 0.00),1.609438,(2.00, 1.00, 2.00),1.609438,(2.00, 1.00, 0.00),1.609438,(2.00, 1.00, 1.00),1.609438,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,(2.00, 0.00, 1.00),0.6931472,(2.00, 0.00, 2.00),0.6931472,(1.00, 0.00, 2.00),0.6931472,(1.00, 0.00, 0.00),1.098612,(0.00, 0.00, 0.00),1.386294,(2.00, 0.00, 0.00),1.386294,(1.00, 1.00, 1.00),1.609438,(0.00, 1.00, 1.00),1.609438,(1.00, 1.00, 2.00),1.609438,(1.00, 1.00, 0.00),1.609438,(0.00, 1.00, 0.00),1.609438,(2.00, 1.00, 2.00),1.609438,(2.00, 1.00, 0.00),1.609438,(2.00, 1.00, 1.00),1.609438,(0.00, 1.00, 2.00),1.609438,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,(2.00, 0.00, 2.00),0.6931472,(1.00, 0.00, 2.00),0.6931472,(1.00, 0.00, 0.00),1.098612,(2.00, 0.00, 0.00),1.386294,(0.00, 0.00, 0.00),1.386294,(1.00, 1.00, 1.00),1.609438,(1.00, 1.00, 2.00),1.609438,(1.00, 1.00, 0.00),1.609438,(0.00, 1.00, 0.00),1.609438,(2.00, 1.00, 2.00),1.609438,(2.00, 1.00, 0.00),1.609438,(2.00, 1.00, 1.00),1.609438,(0.00, 1.00, 2.00),1.609438,(0.00, 1.00, 1.00),1.609438,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,(2.00, 0.00, 2.00),0.6931472,(2.00, 0.00, 0.00),1.098612,(1.00, 0.00, 0.00),1.098612,(0.00, 0.00, 0.00),1.386294,(1.00, 1.00, 1.00),1.609438,(1.00, 1.00, 2.00),1.609438,(1.00, 1.00, 0.00),1.609438,(0.00, 1.00, 0.00),1.609438,(2.00, 1.00, 2.00),1.609438,(0.00, 1.00, 2.00),1.609438,(0.00, 1.00, 1.00),1.609438,(2.00, 1.00, 1.00),1.609438,(2.00, 1.00, 0.00),1.609438,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,(2.00, 0.00, 0.00),1.098612,(1.00, 0.00, 0.00),1.098612,(0.00, 0.00, 0.00),1.386294,(1.00, 1.00, 1.00),1.609438,(1.00, 1.00, 0.00),1.609438,(0.00, 1.00, 0.00),1.609438,(0.00, 1.00, 2.00),1.609438,(0.00, 1.00, 1.00),1.609438,(2.00, 1.00, 1.00),1.609438,(2.00, 1.00, 0.00),1.609438,(1.00, 1.00, 2.00),1.609438,(2.00, 1.00, 2.00),1.609438,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,(1.00, 0.00, 0.00),1.098612,(0.00, 0.00, 0.00),1.386294,(1.00, 1.00, 1.00),1.609438,(1.00, 1.00, 0.00),1.609438,(0.00, 1.00, 0.00),1.609438,(0.00, 1.00, 2.00),1.609438,(0.00, 1.00, 1.00),1.609438,(2.00, 1.00, 1.00),1.609438,(2.00, 1.00, 0.00),1.609438,(1.00, 1.00, 2.00),1.609438,(2.00, 1.00, 2.00),1.609438,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,(0.00, 0.00, 0.00),1.098612,(1.00, 1.00, 1.00),1.609438,(0.00, 1.00, 2.00),1.609438,(0.00, 1.00, 1.00),1.609438,(2.00, 1.00, 1.00),1.609438,(1.00, 1.00, 2.00),1.609438,(2.00, 1.00, 2.00),1.609438,(2.00, 1.00, 0.00),1.609438,(1.00, 1.00, 0.00),1.609438,(0.00, 1.00, 0.00),1.609438,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,(1.00, 1.00, 1.00),1.609438,(0.00, 1.00, 2.00),1.609438,(0.00, 1.00, 1.00),1.609438,(2.00, 1.00, 1.00),1.609438,(1.00, 1.00, 2.00),1.609438,(2.00, 1.00, 2.00),1.609438,(2.00, 1.00, 0.00),1.609438,(1.00, 1.00, 0.00),1.609438,(0.00, 1.00, 0.00),1.609438,
0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,(0.00, 1.00, 2.00),1.609438,(0.00, 1.00, 1.00),1.609438,(2.00, 1.00, 1.00),1.609438,(1.00, 1.00, 2.00),1.609438,(2.00, 1.00, 2.00),1.609438,(2.00, 1.00, 0.00),1.609438,(1.00, 1.00, 0.00),1.609438,(0.00, 1.00, 0.00),1.609438,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,(0.00, 1.00, 1.00),0,(1.00, 1.00, 2.00),0.6931472,(2.00, 1.00, 1.00),0.6931472,(2.00, 1.00, 2.00),0.6931472,(1.00, 1.00, 0.00),1.098612,(0.00, 1.00, 0.00),1.386294,(2.00, 1.00, 0.00),1.386294,(1.00, 2.00, 1.00),1.609438,(0.00, 2.00, 1.00),1.609438,(1.00, 2.00, 2.00),1.609438,(1.00, 2.00, 0.00),1.609438,(0.00, 2.00, 2.00),1.609438,(0.00, 2.00, 0.00),1.609438,(2.00, 2.00, 2.00),1.609438,(2.00, 2.00, 0.00),1.609438,(2.00, 2.00, 1.00),1.609438,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,(2.00, 1.00, 1.00),0.6931472,(2.00, 1.00, 2.00),0.6931472,(1.00, 1.00, 2.00),0.6931472,(1.00, 1.00, 0.00),1.098612,(0.00, 1.00, 0.00),1.386294,(2.00, 1.00, 0.00),1.386294,(1.00, 2.00, 1.00),1.609438,(0.00, 2.00, 1.00),1.609438,(1.00, 2.00, 2.00),1.609438,(1.00, 2.00, 0.00),1.609438,(0.00, 2.00, 0.00),1.609438,(2.00, 2.00, 2.00),1.609438,(2.00, 2.00, 0.00),1.609438,(2.00, 2.00, 1.00),1.609438,(0.00, 2.00, 2.00),1.609438,
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,(2.00, 1.00, 2.00),0.6931472,(1.00, 1.00, 2.00),0.6931472,(1.00, 1.00, 0.00),1.098612,(2.00, 1.00, 0.00),1.386294,(0.00, 1.00, 0.00),1.386294,(1.00, 2.00, 1.00),1.609438,(1.00, 2.00, 2.00),1.609438,(1.00, 2.00, 0.00),1.609438,(0.00, 2.00, 0.00),1.609438,(2.00, 2.00, 2.00),1.609438,(2.00, 2.00, 0.00),1.609438,(2.00, 2.00, 1.00),1.609438,(0.00, 2.00, 2.00),1.609438,(0.00, 2.00, 1.00),1.609438,
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,(2.00, 1.00, 2.00),0.6931472,(2.00, 1.00, 0.00),1.098612,(1.00, 1.00, 0.00),1.098612,(0.00, 1.00, 0.00),1.386294,(1.00, 2.00, 1.00),1.609438,(1.00, 2.00, 2.00),1.609438,(1.00, 2.00, 0.00),1.609438,(0.00, 2.00, 0.00),1.609438,(2.00, 2.00, 2.00),1.609438,(0.00, 2.00, 2.00),1.609438,(0.00, 2.00, 1.00),1.609438,(2.00, 2.00, 1.00),1.609438,(2.00, 2.00, 0.00),1.609438,
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,(2.00, 1.00, 0.00),1.098612,(1.00, 1.00, 0.00),1.098612,(0.00, 1.00, 0.00),1.386294,(1.00, 2.00, 1.00),1.609438,(1.00, 2.00, 0.00),1.609438,(0.00, 2.00, 0.00),1.609438,(0.00, 2.00, 2.00),1.609438,(0.00, 2.00, 1.00),1.609438,(2.00, 2.00, 1.00),1.609438,(2.00, 2.00, 0.00),1.609438,(1.00, 2.00, 2.00),1.609438,(2.00, 2.00, 2.00),1.609438,
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,(1.00, 1.00, 0.00),1.098612,(0.00, 1.00, 0.00),1.386294,(1.00, 2.00, 1.00),1.609438,(1.00, 2.00, 0.00),1.609438,(0.00, 2.00, 0.00),1.609438,(0.00, 2.00, 2.00),1.609438,(0.00, 2.00, 1.00),1.609438,(2.00, 2.00, 1.00),1.609438,(2.00, 2.00, 0.00),1.609438,(1.00, 2.00, 2.00),1.609438,(2.00, 2.00, 2.00),1.609438,
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,(0.00, 1.00, 0.00),1.098612,(1.00, 2.00, 1.00),1.609438,(0.00, 2.00, 2.00),1.609438,(0.00, 2.00, 1.00),1.609438,(2.00, 2.00, 1.00),1.609438,(1.00, 2.00, 2.00),1.609438,(2.00, 2.00, 2.00),1.609438,(2.00, 2.00, 0.00),1.609438,(1.00, 2.00, 0.00),1.609438,(0.00, 2.00, 0.00),1.609438,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,(1.00, 2.00, 1.00),1.609438,(0.00, 2.00, 2.00),1.609438,(0.00, 2.00, 1.00),1.609438,(2.00, 2.00, 1.00),1.609438,(1.00, 2.00, 2.00),1.609438,(2.00, 2.00, 2.00),1.609438,(2.00, 2.00, 0.00),1.609438,(0.00, 2.00, 0.00),1.609438,(1.00, 2.00, 0.00),1.609438,
0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,(0.00, 2.00, 2.00),1.609438,(0.00, 2.00, 1.00),1.609438,(2.00, 2.00, 1.00),1.609438,(1.00, 2.00, 2.00),1.609438,(2.00, 2.00, 2.00),1.609438,(2.00, 2.00, 0.00),1.609438,(1.00, 2.00, 0.00),1.609438,(0.00, 2.00, 0.00),1.609438,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,(0.00, 2.00, 1.00),0,(1.00, 2.00, 2.00),0.6931472,(2.00, 2.00, 1.00),0.6931472,(2.00, 2.00, 2.00),0.6931472,(1.00, 2.00, 0.00),1.098612,(0.00, 2.00, 0.00),1.386294,(2.00, 2.00, 0.00),1.386294,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,(2.00, 2.00, 1.00),0.6931472,(2.00, 2.00, 2.00),0.6931472,(1.00, 2.00, 2.00),0.6931472,(1.00, 2.00, 0.00),1.098612,(0.00, 2.00, 0.00),1.386294,(2.00, 2.00, 0.00),1.386294,
0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,(2.00, 2.00, 2.00),0.6931472,(1.00, 2.00, 2.00),0.6931472,(1.00, 2.00, 0.00),1.098612,(2.00, 2.00, 0.00),1.386294,(0.00, 2.00, 0.00),1.386294,
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,(1.00, 2.00, 2.00),0.6931472,(2.00, 2.00, 2.00),0.6931472,(1.00, 2.00, 0.00),0.6931472,(0.00, 2.00, 0.00),1.098612,
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,(2.00, 2.00, 2.00),0.6931472,(1.00, 2.00, 0.00),0.6931472,(0.00, 2.00, 0.00),1.098612,
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,(1.00, 2.00, 0.00),0.6931472,(0.00, 2.00, 0.00),1.098612,
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,(0.00, 2.00, 0.00),1.098612,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
